CET Number,Physics,Chemistry,Math,Total
265031046,33,34,23,90
265031047,44,45,25,114
265031048,28,35,17,80
265031049,16,28,19,63
265031050,21,24,13,58
265031051,47,43,19,109
265031052,-,20,12,-
265031053,24,25,20,69
265031054,16,22,17,55
265031055,23,19,23,65
265031056,35,38,19,92
265031057,17,17,14,48
265031058,29,35,28,92
265031059,22,21,19,62
265031060,24,22,18,64
265031061,26,23,17,66
265031063,21,13,15,49
265031064,25,25,18,68
265031065,19,12,19,50
265031066,23,16,17,56
265031067,28,29,25,82
265031068,32,35,28,95
265031069,31,32,20,83
265031070,17,14,23,54
265031071,17,23,-,-
265031072,25,19,24,68
265031073,19,23,16,58
265031074,26,36,37,99
265031075,23,18,17,58
265031076,35,37,22,94
265031077,17,21,-,-
265031078,16,17,13,46
265031079,33,35,17,85
265031080,21,22,24,67
265031081,-,18,14,-
265031082,19,18,13,50
265031083,44,30,20,94
265031084,19,30,20,69
265031085,17,18,16,51
265031086,19,18,16,53
265031087,-,24,12,-
265031088,19,16,16,51
265031089,29,29,29,87
265031090,27,33,21,81
265031091,27,21,11,59
265031092,32,31,23,86
265031093,23,18,8,49
265031094,15,15,11,41
265031095,25,18,14,57
265031096,23,17,19,59
265031097,39,39,24,102
265031098,-,-,13,-
265031099,23,13,18,54
265031100,22,22,17,61
265031101,17,19,22,58
265031103,12,11,12,35
265031104,26,25,23,74
265031105,27,27,23,77
265031106,20,17,14,51
265031107,20,20,14,54
265031108,26,26,35,87
265031109,16,15,12,43
265031110,9,14,23,46
265031111,23,25,22,70
265031112,17,16,13,46
265031113,24,26,24,74
265031114,10,19,19,48
265031115,19,22,21,62
265031116,19,25,14,58
265031117,16,15,14,45
265031118,15,19,21,55
265031119,16,18,17,51
265031120,11,12,11,34
265031121,13,17,12,42
265031122,25,23,14,62
265031123,36,30,29,95
265031124,27,34,13,74
265031125,12,17,10,39
265031126,21,13,14,48
265031127,16,18,14,48
265031128,11,14,11,36
265031129,22,21,25,68
265031130,26,-,19,-
265031131,18,17,12,47
265031132,-,21,14,-
265031133,21,-,20,-
265031134,18,21,24,63
265031135,29,23,24,76
265031136,14,15,13,42
265031137,18,13,14,45
265031138,15,17,21,53
265031139,15,19,16,50
265031140,31,20,21,72
265031141,18,18,15,51
265031142,23,19,24,66
265031143,29,30,21,80
265031144,27,25,10,62
265031145,15,19,17,51
265031146,26,19,19,64
265031147,42,45,21,108
265031148,19,13,20,52
265031149,20,19,17,56
265031150,16,15,15,46
265031151,14,25,22,61
265031152,20,18,17,55
265031153,27,34,11,72
265031154,12,9,16,37
265031155,33,34,26,93
265031156,22,23,20,65
265031158,21,28,20,69
265031159,17,16,20,53
265031160,24,17,19,60
265031161,24,13,9,46
265031162,14,19,19,52
265031163,23,25,23,71
265031164,14,10,18,42
265031165,22,18,18,58
265031166,18,17,13,48
265031167,30,34,15,79
265031168,22,20,18,60
265031169,16,15,14,45
265031170,14,25,16,55
265031171,29,31,12,72
265031172,19,20,22,61
265031173,16,22,15,53
265031174,19,23,18,60
265031175,-,18,15,-
265031176,17,14,14,45
265031177,20,18,18,56
265031178,27,17,14,58
265031180,13,19,14,46
265031181,19,15,11,45
265031182,28,28,16,72
265031183,21,12,20,53
265031184,13,22,21,56
265031185,21,23,13,57
265031186,25,23,19,67
265031187,23,25,20,68
265031188,27,33,25,85
265031189,26,25,22,73
265031190,28,14,18,60
265031191,20,21,13,54
265031192,26,18,16,60
265031193,30,25,15,70
265031194,15,15,11,41
265031195,54,51,29,134
265031196,16,21,21,58
265031197,23,19,14,56
265031198,24,28,20,72
265031199,19,15,18,52
265031200,15,18,19,52
265031201,22,25,18,65
265031202,16,13,12,41
265031203,15,14,16,45
265031204,-,19,18,-
265031205,29,20,15,64
265031206,18,22,15,55
265031207,42,26,32,100
265031209,21,19,12,52
265031210,29,22,18,69
265031211,12,18,11,41
265031212,14,16,15,45
265031213,22,18,17,57
265031214,17,22,14,53
265031215,18,22,15,55
265031216,20,20,10,50
265031217,13,17,15,45
265031218,14,14,20,48
265031219,19,17,14,50
265031220,16,11,21,48
265031221,18,23,19,60
265031222,17,21,13,51
265031223,21,16,18,55
265031224,15,22,9,46
265031225,27,23,24,74
265031226,25,18,19,62
265031227,25,22,25,72
265031228,15,19,14,48
265031229,20,21,15,56
265031230,21,14,17,52
265031231,19,16,16,51
265031232,24,25,14,63
265031233,20,32,15,67
265031234,13,18,18,49
265031235,20,22,-,-
265031236,20,17,13,50
265031237,23,19,18,60
265031238,22,24,20,66
265031239,17,16,14,47
265031240,20,26,12,58
265031241,21,26,17,64
265031242,24,19,18,61
265031243,17,23,17,57
265031244,-,16,13,-
265031245,20,19,18,57
265031246,20,17,14,51
265031247,17,20,14,51
265031248,23,14,18,55
265031249,17,16,27,60
265031250,15,21,21,57
265031251,23,20,14,57
265031252,11,14,17,42
265031253,18,16,13,47
265031254,21,20,22,63
265031255,-,19,20,-
265031256,18,19,19,56
265031257,21,18,17,56
265031258,12,8,14,34
265031259,24,26,23,73
265031260,18,17,17,52
265031261,19,20,12,51
265031262,16,26,20,62
265031263,19,16,16,51
265031264,11,18,20,49
265031265,19,24,17,60
265031266,-,21,19,-
265031267,13,24,24,61
265031269,17,18,21,56
265031270,15,10,16,41
265031271,19,21,12,52
265031272,25,25,21,71
265031273,18,25,26,69
265031274,13,17,18,48
265031275,-,16,12,-
265031276,19,16,12,47
265031277,20,21,13,54
265031278,20,29,20,69
265031279,21,22,18,61
265031280,16,13,11,40
265031281,16,20,18,54
265031282,13,14,15,42
265031283,22,23,13,58
265031284,18,15,19,52
265031285,19,15,17,51
265031286,26,25,18,69
265031287,19,33,22,74
265031288,48,53,-,-
265031289,21,22,22,65
265031290,18,24,16,58
265031291,15,16,14,45
265031292,17,20,12,49
265031293,25,18,14,57
265031294,15,13,14,42
265031295,20,14,14,48
265031296,-,-,11,-
265031297,22,17,16,55
265031298,24,11,21,56
265031299,17,19,15,51
265031300,20,28,22,70
265031301,19,18,8,45
265031302,20,21,9,50
265031303,19,21,17,57
265031304,17,20,19,56
265031305,22,19,24,65
265031306,30,32,16,78
265031307,19,13,10,42
265031308,23,16,15,54
265031309,11,18,24,53
265031310,17,17,16,50
265031311,17,20,14,51
265031312,11,25,17,53
265031313,-,13,9,-
265031314,12,17,17,46
265031315,20,22,12,54
265031316,20,16,20,56
265031317,18,21,20,59
265031318,19,19,15,53
265031319,25,19,15,59
265031320,17,19,20,56
265031321,16,15,9,40
265031322,13,18,13,44
265031323,16,27,17,60
265031324,14,18,12,44
265031325,17,15,8,40
265031326,12,12,18,42
265031327,28,33,26,87
265031328,16,13,18,47
265031329,18,15,15,48
265031330,14,18,22,54
265031331,10,13,12,35
265031332,37,37,25,99
265031333,25,25,29,79
265031334,15,21,23,59
265031335,25,22,17,64
265031336,19,13,15,47
265031337,15,18,15,48
265031338,24,20,16,60
265031339,13,13,14,40
265031340,25,20,17,62
265031341,14,26,14,54
265031342,-,23,20,-
265031343,19,20,22,61
265031344,45,42,23,110
265031345,25,14,16,55
265031346,18,19,13,50
265031347,16,18,23,57
265031348,19,17,16,52
265031349,31,28,24,83
265031350,14,25,11,50
265031351,28,22,18,68
265031352,23,29,18,70
265031353,35,32,24,91
265031354,23,13,13,49
265031355,16,16,16,48
265031356,15,15,19,49
265031357,13,13,17,43
265031359,19,25,24,68
265031360,12,12,-,-
265031361,17,15,13,45
265031362,-,22,21,-
265031363,23,13,12,48
265031364,16,17,15,48
265031365,20,23,15,58
265031366,-,19,10,-
265031367,10,12,13,35
265031368,18,16,18,52
265031370,17,17,20,54
265031371,38,34,15,87
265031372,11,15,17,43
265031373,-,17,13,-
265031374,11,18,12,41
265031375,24,18,16,58
265031376,17,9,20,46
265031377,14,17,7,38
265031378,-,-,14,-
265031379,21,17,9,47
265031380,15,14,16,45
265031381,19,26,18,63
265031382,15,15,16,46
265031384,11,16,14,41
265031777,-,-,18,-
266030287,-,-,13,-
266030576,12,-,-,-
266030607,20,-,-,-
266030612,-,19,-,-
266031001,-,24,14,-
266031002,-,25,29,-
266031003,-,14,14,-
266031004,-,18,20,-
266031005,-,21,14,-
266031006,-,17,14,-
266031007,-,24,21,-
266031008,-,28,26,-
266031009,-,18,10,-
266031010,-,23,15,-
266031011,-,26,20,-
266031012,-,17,9,-
266031013,-,19,11,-
266031014,-,22,17,-
266031015,-,14,25,-
266031016,-,17,-,-
266031017,-,13,14,-
266031018,-,51,35,-
266031019,-,24,14,-
266031020,-,15,15,-
266031021,-,20,11,-
266031022,-,18,21,-
266031023,-,36,18,-
266031024,-,19,18,-
266031025,-,25,16,-
266031026,-,18,16,-
266031027,-,15,15,-
266031028,-,16,19,-
266031029,-,18,14,-
266031030,-,27,22,-
266031031,-,20,26,-
266031032,-,23,19,-
266031033,-,52,23,-
266031034,-,26,29,-
266031036,-,13,16,-
266031037,-,19,18,-
266031038,-,22,20,-
266031039,-,17,24,-
266031040,-,34,29,-
266031041,-,16,15,-
266031042,-,28,12,-
266031043,-,24,20,-
266031044,-,26,17,-
266031045,-,25,15,-
266031046,-,35,23,-
266031047,-,25,14,-
266031048,-,9,12,-
266031049,-,24,25,-
266031050,-,21,19,-
266031051,-,25,22,-
266031052,-,22,15,-
266031053,-,20,15,-
266031054,-,20,13,-
266031055,-,17,15,-
266031056,-,20,11,-
266031057,-,12,16,-
266031058,-,20,20,-
266031059,-,21,20,-
266031060,-,23,14,-
266031061,-,20,27,-
266031062,-,22,15,-
266031063,-,15,13,-
266031064,-,24,22,-
266031065,-,16,14,-
266031066,-,23,27,-
266031067,-,13,15,-
266031068,-,29,17,-
266031069,-,12,18,-
266031070,-,17,12,-
266031071,-,-,10,-
266031072,-,23,10,-
266031074,-,39,37,-
266031075,-,17,17,-
266031076,-,11,21,-
266031077,-,25,20,-
266031078,-,24,22,-
266031079,-,13,9,-
266031080,-,17,11,-
266031081,-,12,-,-
266031082,-,17,19,-
266031083,-,18,13,-
266031084,-,13,15,-
266031085,-,25,22,-
266031086,-,17,16,-
266031087,-,19,12,-
266031088,-,17,13,-
266031089,-,14,14,-
266031090,-,20,13,-
266031091,-,21,16,-
266031092,-,22,18,-
266031093,-,29,24,-
266031094,-,21,16,-
266031095,-,25,14,-
266031096,-,24,20,-
266031097,-,19,14,-
266031098,-,22,15,-
266031099,-,15,9,-
266031100,-,12,9,-
266031101,-,21,18,-
266031102,-,16,16,-
266031103,-,23,15,-
266031104,-,21,13,-
266031105,-,20,21,-
266031106,-,17,22,-
266031107,-,11,16,-
266031108,-,18,18,-
266031109,-,20,8,-
266031110,-,20,16,-
266031111,-,12,13,-
266031112,-,31,21,-
266031113,-,17,16,-
266031114,-,14,14,-
266031115,-,19,15,-
266031116,-,24,9,-
266031117,-,22,16,-
266031118,-,23,15,-
266031119,-,20,17,-
266031120,-,20,20,-
266031121,-,47,25,-
266031122,-,23,15,-
266031123,-,11,14,-
266031124,-,33,23,-
266031125,-,26,24,-
266031126,-,17,13,-
266031127,-,25,16,-
266031128,-,34,28,-
266031129,-,21,16,-
266031130,-,17,17,-
266031131,-,20,15,-
266031132,-,27,19,-
266031133,-,19,18,-
266031134,-,14,-,-
266031135,-,18,19,-
266031136,-,23,11,-
266031137,-,15,11,-
266031138,-,18,17,-
266031139,-,15,14,-
266031140,-,15,17,-
266031141,-,21,22,-
266031142,-,18,18,-
266031143,-,-,19,-
266031144,-,17,15,-
266031145,-,-,17,-
266031146,-,18,14,-
266031147,-,28,28,-
266031148,-,29,18,-
266031149,-,15,17,-
266031150,-,24,13,-
266031151,-,26,16,-
266031152,-,33,13,-
266031153,-,18,17,-
266031154,-,16,24,-
266031155,-,18,13,-
266031156,-,20,12,-
266031157,-,16,19,-
266031158,-,19,15,-
266031159,-,17,21,-
266031160,-,20,15,-
266031161,-,25,19,-
266031162,-,15,16,-
266031163,-,17,13,-
266031164,-,14,18,-
266031165,-,19,14,-
266031166,-,14,13,-
266031167,-,19,18,-
266031168,-,19,21,-
266031169,-,17,13,-
266031170,-,17,19,-
266031171,-,28,30,-
266031172,-,16,17,-
266031173,-,18,16,-
266031174,-,14,12,-
266031175,-,21,9,-
266031176,-,21,18,-
266031178,-,15,23,-
266031179,-,22,16,-
266031180,-,17,-,-
266031181,-,13,12,-
266031182,-,18,13,-
266031183,-,27,20,-
266031184,-,13,11,-
266031185,-,23,15,-
266031186,-,42,37,-
266031187,-,25,22,-
266031188,-,17,14,-
266031189,-,15,24,-
266031190,-,18,13,-
266031191,-,23,-,-
266031192,-,20,14,-
266031193,-,18,15,-
266031194,-,18,15,-
266031195,-,18,18,-
266031196,-,18,15,-
266031197,-,17,10,-
266031198,-,17,18,-
266031199,-,34,13,-
266031200,-,18,-,-
266031201,-,34,37,-
266031202,-,27,25,-
266031203,-,16,10,-
266031204,-,33,25,-
266031205,-,14,23,-
266031206,-,23,20,-
266031207,-,22,20,-
266031208,-,41,39,-
266031209,-,24,20,-
266031210,-,22,14,-
266031211,-,26,15,-
266031212,-,17,16,-
266031213,-,20,14,-
266031214,-,22,17,-
266031215,-,23,18,-
266031216,-,23,18,-
266031217,-,13,23,-
266031218,-,18,17,-
266031219,-,22,17,-
266031220,-,27,13,-
266031221,-,13,17,-
266031222,-,18,23,-
266031223,-,23,19,-
266031224,-,19,18,-
266031225,-,17,13,-
266031226,-,20,17,-
266031227,-,47,26,-
266031228,-,33,17,-
266031229,-,18,18,-
266031230,-,14,19,-
266031231,-,39,32,-
266031232,-,28,24,-
266031233,-,18,18,-
266031234,-,22,17,-
266031235,-,21,23,-
266031236,-,28,29,-
266031237,-,13,22,-
266031238,-,13,-,-
266031239,-,23,19,-
266031240,-,37,17,-
266031241,-,16,20,-
266031242,-,16,17,-
266031243,-,20,20,-
266031244,-,30,22,-
266031245,-,30,19,-
266031246,-,16,16,-
266031247,-,15,11,-
266031248,-,-,16,-
266031249,-,34,24,-
266031250,-,26,20,-
266031251,-,18,17,-
266031252,-,20,13,-
266031253,-,14,10,-
266031255,-,18,12,-
266031256,-,17,26,-
266031257,-,18,23,-
266031258,-,25,19,-
266031259,-,23,18,-
266031260,-,14,11,-
266031261,-,10,9,-
266031262,-,19,19,-
266031263,-,14,16,-
266031264,-,17,20,-
266031265,-,-,15,-
266031266,-,22,21,-
266031267,-,24,23,-
266031268,-,24,19,-
266031269,-,20,13,-
266031270,-,18,18,-
266031271,-,23,17,-
266031272,-,24,23,-
266031273,-,25,19,-
266031275,-,20,20,-
266031276,-,21,16,-
266031277,-,19,18,-
266031278,-,15,18,-
266031279,-,18,17,-
266031280,-,13,18,-
266031281,-,16,13,-
266031282,-,22,11,-
266031283,-,23,19,-
266031284,-,14,18,-
266031285,-,34,12,-
266031286,-,17,11,-
266031287,-,19,-,-
266031288,-,16,-,-
266031289,-,13,22,-
266031291,-,15,18,-
266031292,-,14,14,-
266031294,-,18,18,-
266031295,-,21,14,-
266031296,-,18,17,-
266031297,-,10,10,-
266031298,-,17,14,-
266031299,-,19,23,-
266031300,-,15,17,-
266031301,-,19,15,-
266031302,-,24,17,-
266031303,-,21,18,-
266031304,-,-,14,-
266031305,-,27,9,-
266031306,-,19,9,-
266031307,24,19,16,59
266031308,22,22,17,61
266031309,14,14,-,-
266031310,13,15,-,-
266031311,16,16,-,-
266031312,10,14,-,-
266031313,30,23,-,-
266031314,24,36,-,-
266031315,16,12,-,-
266031316,-,20,-,-
266031317,34,25,-,-
266031318,25,-,-,-
266031319,20,24,-,-
266031320,24,25,-,-
266031321,17,24,-,-
266031322,19,11,-,-
266031323,16,18,-,-
266031324,18,21,-,-
266031325,27,22,-,-
266031328,10,18,-,-
266031329,15,20,-,-
266031330,31,28,-,-
266031331,24,21,-,-
266031332,22,15,-,-
266031333,13,20,-,-
266031334,18,16,-,-
266031335,28,23,-,-
266031336,16,18,-,-
266031337,12,-,-,-
266031338,17,19,-,-
266031339,40,35,-,-
266031340,24,11,-,-
266031341,14,21,-,-
266031342,25,15,-,-
266031343,17,21,-,-
266031344,7,16,-,-
266031345,13,28,-,-
266031346,20,21,-,-
266031347,19,28,-,-
266031348,22,25,-,-
266031349,16,17,-,-
266031350,21,15,-,-
266031351,18,16,-,-
266031352,21,19,-,-
266031353,18,23,-,-
266031354,-,12,-,-
266031355,17,16,-,-
266031356,23,21,-,-
266031357,28,33,-,-
266031358,41,43,-,-
266031359,15,11,-,-
266031360,27,24,-,-
266031361,26,17,-,-
266031362,16,22,-,-
266031363,11,20,-,-
266031364,-,19,-,-
266031365,16,16,-,-
266031366,21,17,-,-
266031367,15,21,-,-
266031368,12,16,-,-
266031369,19,18,-,-
266031370,18,12,-,-
266031371,-,13,-,-
266031372,7,14,-,-
266031374,22,14,-,-
266031375,19,15,-,-
266031376,35,40,-,-
266031377,17,30,-,-
266031378,16,23,-,-
266031379,23,22,-,-
266031380,-,22,-,-
266031381,18,17,-,-
266031382,19,21,-,-
266031383,18,14,-,-
266031384,21,24,-,-
266031385,10,14,-,-
266031386,21,-,-,-
266031387,17,21,-,-
266031388,25,25,-,-
266031389,36,-,-,-
266031390,28,29,-,-
266031391,25,19,-,-
266031392,12,17,-,-
266031393,15,17,-,-
266031394,19,20,-,-
266031395,16,16,-,-
266031396,-,18,-,-
266031397,17,-,-,-
266031398,15,17,-,-
266031399,20,22,-,-
266031400,18,21,-,-
266031401,18,10,-,-
266031402,19,19,-,-
266031403,27,17,-,-
266031404,19,21,-,-
266031405,13,13,-,-
266031406,11,25,-,-
266031408,21,22,-,-
266031409,14,16,-,-
266031410,19,25,-,-
266031411,19,-,-,-
266031412,19,-,-,-
266031413,22,18,-,-
266031415,14,19,-,-
266031416,18,23,-,-
266031417,16,19,-,-
266031418,20,29,-,-
266031419,20,15,-,-
266031420,14,16,-,-
266031421,23,16,-,-
266031422,16,18,-,-
266031423,21,12,-,-
266031424,17,17,-,-
266031425,14,19,-,-
266031426,19,19,-,-
266031427,12,13,-,-
266031428,24,16,-,-
266031430,14,11,-,-
266031431,17,18,-,-
266031432,17,22,-,-
266031433,19,14,-,-
266031436,16,12,-,-
266031437,14,23,-,-
266031438,19,14,-,-
266031439,28,24,-,-
266031440,29,21,-,-
266031441,16,17,-,-
266031442,21,23,-,-
266031443,25,26,-,-
266031444,17,21,-,-
266031445,14,17,-,-
266031446,17,21,-,-
266031447,15,13,-,-
266031448,27,27,-,-
266031451,25,18,-,-
266031453,17,-,-,-
266031455,18,14,-,-
266031456,22,13,-,-
266031457,22,18,-,-
266031458,11,12,-,-
266031459,17,22,-,-
266031460,16,14,-,-
266031461,19,20,-,-
266031462,14,10,-,-
266031463,20,14,-,-
266031465,13,21,-,-
266031466,21,18,-,-
266031467,19,19,-,-
266031468,14,16,-,-
266031469,24,19,-,-
266031470,20,-,-,-
266031471,20,-,-,-
266031472,23,-,-,-
266031473,17,-,-,-
266031474,20,-,-,-
266031475,13,-,-,-
266031476,18,-,-,-
266031477,25,-,-,-
266031479,16,-,-,-
266031480,19,-,-,-
266031481,20,-,-,-
266031484,22,-,-,-
266031486,15,-,-,-
266031487,15,-,-,-
266031488,22,-,-,-
266031489,14,-,-,-
266031491,17,18,-,-
266031492,22,24,-,-
266031493,20,13,-,-
266031494,15,14,-,-
266031495,20,25,-,-
266031496,15,19,-,-
266031497,9,17,-,-
266031498,33,41,-,-
266031499,18,19,-,-
266031501,19,20,-,-
266031502,24,22,-,-
266031503,19,20,-,-
266031504,17,15,-,-
266031505,11,19,-,-
266031506,14,18,-,-
266031507,20,17,-,-
266031508,25,30,-,-
266031509,23,24,-,-
266031510,13,22,-,-
266031511,14,19,-,-
266031512,19,23,-,-
266031513,20,12,-,-
266031514,11,19,-,-
266031515,16,20,-,-
266031516,15,16,-,-
266031517,22,18,-,-
266031518,23,16,-,-
266031519,16,18,-,-
266031520,19,23,-,-
266031521,21,14,-,-
266031522,16,13,-,-
266031523,18,13,-,-
266031524,15,16,-,-
266031526,25,20,-,-
266031527,32,31,-,-
266031528,15,21,-,-
266031529,15,9,-,-
266031530,13,18,-,-
266031531,14,20,-,-
266031532,-,21,-,-
266031534,14,19,-,-
266031535,23,18,-,-
266031536,9,17,-,-
266031537,18,15,-,-
266031538,12,15,-,-
266031539,16,14,-,-
266031540,18,15,-,-
266031541,14,11,-,-
266031542,28,28,-,-
266031543,14,21,-,-
266031544,14,10,-,-
266031545,14,15,-,-
266031546,34,31,-,-
266031547,-,19,-,-
266031548,16,16,-,-
266031549,13,15,-,-
266031550,20,16,-,-
266031551,21,19,-,-
266031553,-,17,-,-
266031554,-,14,-,-
266031555,12,16,-,-
266031556,17,13,-,-
266031557,16,16,-,-
266031558,23,17,-,-
266031559,16,13,-,-
266031560,17,23,-,-
266031561,15,17,-,-
266031562,13,19,-,-
266031563,12,12,-,-
266031566,11,22,-,-
266031567,16,20,-,-
266031568,14,17,-,-
266031569,17,24,-,-
266031570,17,20,-,-
266031571,17,21,-,-
266031572,18,14,-,-
266031573,13,19,-,-
266031574,16,15,-,-
266031575,19,17,-,-
266031576,-,16,-,-
266031577,14,20,-,-
266031578,17,17,-,-
266031579,22,16,-,-
266031580,13,10,-,-
266031581,24,17,-,-
266031582,19,13,-,-
266031583,15,10,-,-
266031584,16,19,-,-
266031585,21,14,-,-
266031586,12,19,-,-
266031587,-,20,-,-
266031589,16,22,-,-
266031592,14,17,-,-
266031593,16,14,-,-
266031594,10,22,-,-
266031596,12,17,-,-
266031597,22,17,-,-
266031598,15,21,-,-
266031599,14,-,-,-
266031600,16,17,-,-
266031601,15,17,-,-
266031602,23,12,-,-
266031603,10,-,-,-
266031604,14,29,-,-
266031605,16,25,-,-
266031606,23,13,-,-
266031607,-,10,-,-
266031608,18,14,-,-
266031610,14,18,-,-
266031611,-,26,-,-
266031612,20,-,-,-
266031613,15,21,-,-
266031614,17,15,-,-
266031615,14,13,-,-
266031616,36,27,-,-
266031617,20,20,-,-
266031619,12,15,-,-
266031620,18,22,-,-
266031621,17,21,-,-
266031622,16,19,-,-
266031623,22,17,-,-
266031624,19,26,-,-
266033337,-,21,-,-
266033532,16,-,-,-
267030207,-,-,13,-
267031001,16,25,6,47
267031002,15,18,14,47
267031003,22,23,20,65
267031004,26,19,24,69
267031005,22,19,12,53
267031006,18,18,15,51
267031007,24,18,18,60
267031008,28,20,15,63
267031009,-,21,18,-
267031010,14,18,17,49
267031011,15,16,11,42
267031012,27,23,21,71
267031013,20,21,12,53
267031014,40,47,14,101
267031015,19,16,18,53
267031016,20,21,26,67
267031017,18,18,13,49
267031018,37,38,18,93
267031019,20,20,17,57
267031020,29,36,24,89
267031021,17,21,10,48
267031022,19,18,29,66
267031023,21,19,18,58
267031024,11,19,11,41
267031025,22,14,18,54
267031026,28,28,13,69
267031027,23,23,22,68
267031028,24,25,16,65
267031029,22,17,11,50
267031030,22,24,21,67
267031031,23,31,18,72
267031032,22,19,18,59
267031033,19,22,15,56
267031034,18,22,14,54
267031035,16,22,20,58
267031036,22,23,23,68
267031037,18,22,21,61
267031038,25,17,13,55
267031039,22,22,19,63
267031040,7,17,14,38
267031041,33,22,18,73
267031042,20,25,18,63
267031043,16,17,19,52
267031044,32,36,21,89
267031045,16,23,13,52
267031046,21,26,19,66
267031047,26,22,18,66
267031048,19,19,16,54
267031049,15,19,13,47
267031050,19,12,14,45
267031051,17,18,17,52
267031052,17,17,17,51
267031053,21,17,24,62
267031054,16,17,10,43
267031055,-,21,16,-
267031056,20,21,17,58
267031058,18,27,19,64
267031059,12,24,17,53
267031060,16,16,13,45
267031061,21,24,18,63
267031062,21,11,18,50
267031063,23,28,16,67
